src,tgt
"Nghiên cứu mới nhận thấy các sản phụ dùng kháng sinh macrolide ,  được dùng cho những người dị ứng với penicillin ,  có thể làm tăng nguy cơ bị dị tật bẩm sinh ở trẻ sơ sinh .",这项新研究发现，用于对青霉素过敏的人使用的大环内酯类抗生素妇女可能会增加婴儿出生缺陷的风险。
"Số liệu quan trắc môi trường tự động cho thấy chỉ số chất lượng không khí tại Hà Nội ở mức kém ,  có điểm còn phát hiện có cả thủy ngân .",自动环境监测数据表明，河内的空气质量指数很差，发现有汞的点。
"Nước ta có nguy cơ trở thành nơi tiếp nhận chất thải và công nghệ sản xuất ,  tái chế lạc hậu ,  gây ô nhiễm môi trường từ các nước khác trên thế giới .",我们国家有成为接收浪费，生产和回收技术的地方，从而造成了世界其他国家的环境污染。
Chiến sự Syria mới nhất hôm nay gồm :   “ Tổng thống Syria sẵn sàng đàm phán với 100 nhóm phiến quân “ ;  “ Syria bắt đầu kế hoạch tái thiết thành phố Aleppo “ ; .  .  . Sự kiện :,今天的最新叙利亚战争包括：“叙利亚总统准备与100个叛军团体进行谈判”； “叙利亚开始了重建阿勒颇市的计划”； ...活动：
"Mỗi ounce hôm qua tăng 3 USD lên 1 . 201 USD ,  do đôla Mỹ mất giá sau số liệu niềm tin tiêu dùng Mỹ giảm sút .","昨天的每一盎司都增加了3美元，至1,201美元，因为在美国消费者信念的数据减少之后，美元贬值。"
"Tết là dịp mọi người nghỉ ngơi ,  ăn uống nhiều hơn ,  vì vậy cũng trong dịp lễ này mà mọi người cần đảm bảo sức khỏe hơn để không tái phát hoặc mắc phải các bệnh thường gặp ngày Tết .",TET是人们休息和进食更多的机会，因此，在这种情况下，人们需要确保更多的健康，以免在TET假期复发或遭受常见疾病。
"Cựu ứng viên Thượng viện Mỹ cho rằng ,  thủ phạm kích động bạo lực ở miền đông Ukraine là Mỹ ,  Liên minh châu Âu  ( EU )  và Israel chứ không phải là Nga hay lực lượng ly khai thân Nga . Sự kiện :",这位前参议院候选人说，罪魁祸首在乌克兰东部，美国，欧盟（EU）和以色列，而不是俄罗斯或俄罗斯分离主义部队中引起了暴力行为。
"Thời gian gần đây ,  một số doanh nghiệp Việt Nam đã phản ảnh về những khó khăn trong khâu thanh toán xuất nhập khẩu với đối tác châu Phi ,  đặc biệt là hiện tượng lừa đảo không thanh toán tiền hàng .",最近，许多越南企业反映了与非洲合作伙伴支付进出口的困难，尤其是欺诈现象不支付商品。
"Nước hoa xịt phòng thường tạo cảm giác dễ chịu và thơm mát ,  tuy nhiên sản phẩm này lại là  “ hiểm họa ”  gây các bệnh hô hấp nghiêm trọng .",房间香水通常会产生愉悦而香的感觉，但该产品是一种“危险”，会导致严重的呼吸道疾病。
"Bộ Y tế vừa yêu cầu Công ty TNHH MTV sản xuất và thương mại Samsara ,  các sở Y tế liên quan đình chỉ lưu hành ,  thu hồi 3 loại mỹ phẩm của Công ty này .",卫生部刚刚要求Samsara Production and Trading Co.，Ltd。相关卫生部门暂停流通，并收回该公司的3种化妆品。
"Chân giò heo là một trong những thực phẩm nên có trong thực đơn tăng cân cho bà bầu .  Không những giúp tăng cân hiệu quả mà còn giúp kích thích tuyến sữa của mẹ ,  tăng lượng sữa lên đáng kể . Sự kiện :",猪腿是应在孕妇体重增加菜单中的食物之一。不仅有效地有效增加体重，而且有助于刺激母亲的牛奶腺体，从而大大增加牛奶的量。
"Tại ngôi làng Chirka ,  Nga ,  xảy ra một chuyện lạ về con cừu mặt người kì dị giống hệt một ông già cáu kỉnh sinh ra tại trang trại của người nông dân nuôi cừu khiến mọi người vô cùng sửng sốt",在俄罗斯的奇尔卡村，关于怪异面孔的一件奇怪的事情就像是一个易怒的老人，出生在绵羊农民的农场上，令人惊讶的人。
"( vietQ . vn ) - Lễ hội té nước Songkran được diễn ra từ ngày 13 - 15/4 khắp các vùng miền Thái Lan .  Đây là lễ hội lớn nhất mang ý nghĩa rửa sạch tất cả những điềm xấu và đón chào một năm mới tươi vui ,  hạnh phúc và thu hút rất nhiều khách du lịch .",（vietq.vn） - 在泰国地区，Songkran Water Plass节于4月13日至15日举行。这是清洁所有不良预兆并欢迎新年快乐并吸引很多游客的最大节日。
Aileen Adalid là một cô gái trẻ 24 tuổi đến từ Philippines đã có thể tự kiếm được 5 . 000 USD mỗi thángmà vẫn có thể du lịch khắp thế giới .,"艾伦·阿达利德（Ailen Adalid）是来自菲律宾的24岁年轻女孩，她们每月可以赚取5,000美元，并且仍然可以在世界各地旅行。"
"Áp dụng các hệ thống quản lý tiên tiến chất lượng ,  công cụ cải tiến năng suất hiện đại đã mang lại những lợi ích ,  hiệu quả thiết thực cho tổ chức ,  doanh nghiệp .",应用高级质量管理系统，现代生产力改进工具为组织和企业带来了实际的好处和效率。
Tình hình Ukraine mới nhất cho biết  ’ Ukraine tung tên lửa mạnh nhất thách thức Nga ’ ;  ’ Mỹ kiên quyết không hỗ trợ phát xít ở Ukraine ’ ;  ’ Xe quân sự Mỹ dàn hàng tiến vào Ukraine ’ ;  .  .  . Sự kiện :,乌克兰最新的情况说：“乌克兰发射了最强大的导弹挑战俄罗斯”。 “美国决心不支持乌克兰法西斯”； “美国军车蔓延到乌克兰”； ...事件：
"Kỷ lục túi xách hàng đầu được bán ở châu Âu đã bị phá vỡ tại một cuộc đấu giá tại London hôm 13/6 ,  khi một chiếc Hermes Birkin được trả giá 125 nghìn bảng Anh .","6月13日在伦敦的一次拍卖中，在欧洲出售的手袋的主要记录被打破了，当时爱马仕·伯金（Hermes Birkin）的薪水为125,000英镑。"
"Giá vàng hôm nay ngày 16/10 ở thị trường trong nước biến động nhẹ .  Hiện giá vàng trong nước dao động quanh ngưỡng 36 , 55 triệu đồng/lượng . Sự kiện :",今天10月16日在国内市场的金价略有波动。目前，水中的黄金价格在3655万越南面的门槛左右波动。
"Ung thư là bệnh gây nguy hiểm và dường như không có thuốc chữa .  Tuy nhiên ,  mới đây các nhà khoa học đã phát hiện ra phương pháp trị liệu mới cho bệnh nhân ung thư đó là sử dụng chó trị liệu .",癌症是一种危险的疾病，似乎无法治愈。但是，最近科学家发现了针对癌症患者的新疗法是使用狗治疗。
"Đây là một trong những trung tâm buôn bán loại  “ vàng trắng “  lớn nhất thế giới ,  những ao muối ở độ cao khoảng 3 . 300 mét so với mặt nước biển không ở đâu có .",这是世界上最大的“白金”贸易中心之一，在海水上方约3300米的高度上的盐池无处可去。
Hơn 1 . 000 nghìn xe ô tô Ford Fiesta tại Việt Nam vừa bị triệu hồi để sửa chữa do có lỗi ở hệ thống điện .,"由于电气系统中的错误，已回收了越南的1,000万辆福特嘉年华汽车以修复。"
"Những sản phẩm diệt khuẩn thường dùng như chất vệ sinh ,  tẩy rửa đồ gia dụng ,  nước súc miệng ,  bình xịt khử mùi lại tiềm ẩn nhiều nguy cơ về sức khỏe .",常见的杀菌产品，例如卫生，家用电器，漱口水，除臭剂喷雾具有许多健康风险。
"Dưới đây là danh sách những người Mỹ gốc Á nổi tiếng giàu nhất thế giới .  Họ không chỉ tài năng mà còn sở hữu khối tài sản kếch xù ,  được mọi người trên thế giới ngưỡng mộ .",以下是世界上最著名的亚裔美国人名单。他们不仅有才华，而且拥有巨大的财富，受到世界上每个人的钦佩。
"Chiếc Mercedes G63 AMG với màu sơn độc đầu tiên tại Việt Nam vừa mới được một đại gia chuyển về Sài Gòn ,  riêng chi phí cho sơn xe đã là 700 triệu đồng . Sự kiện :",越南第一个具有第一个独特油漆颜色的梅赛德斯G63 AMG刚刚被巨人转移到西贡，汽车涂料的成本为7亿面。
"Công ty cổ phần Vĩnh Hoàn tiếp tục hưởng mức thuế nhập khẩu 0% ,  trong khi thuế suất với mặt hàng cá tra áp dụng cho tập đoàn Hùng Vương và 23 doanh nghiệp khác giảm mạnh từ 1 , 2 USD/kg xuống còn 0 , 58 USD/kg .  AnviFish là công ty duy nhất bị áp mức thuế rất cao là 2 , 39 USD/kg .",Vinh Hoan股份公司继续享受0％的进口税，而Pangasius商品的税率适用于Hung Vuong Group，其他23家企业从1.2美元/千克下降到0，58美元/千克。 Anvifish是唯一一家税率非常高2.39 USD/kg的公司。
Chiếc ô tô Maruti Suzuki Wagon R giá từ 136 triệu đồng mới trình làng tại Ấn Độ đã nhận được 12 . 000 đơn hàng đặt trước chỉ sau 12 ngày . Sự kiện :,"Maruti Suzuki Wagon R汽车在印度新推出的新推出的1.36亿面VND的价格仅在12天后收到12,000张订单。"
"Cuộc đua trường kỳ giữa các siêu thị điện máy ngày càng khốc liệt .  Đã có nhiều đơn vị bỏ cuộc ,  nhưng vẫn chưa dễ cho những người còn lại giành phần thắng .",电子超市之间的长期种族越来越凶猛。有很多单位要放弃，但其余的胜利仍然并不容易。
"Các bà nội chợ có thể nhận biết ,  chọn mua mứt Tết an toàn ,  không ngâm hóa chất ,  phẩm màu độc hại chỉ cần một số mẹo đơn giản . Sự kiện :",市场母亲可以识别，选择购买安全的Tet果酱，不浸泡化学物质，有毒颜色只需要一些简单的技巧即可。
Giá vàng hôm nay quay đầu tăng giá mạnh sau khi có tin mới từ nền kinh tế Mỹ và chấm dứt chuỗi ngày giảm giá liên tục từ hồi đầu tuần như dự đoán của chuyên gia .  Sự kiện :,在美国经济新闻的新消息后，今天的黄金价格急剧上涨，并从本周初开始终止了这一系列日，作为专家预测。事件：
Năng suất chất lượng của doanh nghiệp sẽ được cải tiến và nâng cao nhờ việc áp dụng phương pháp quản trị dòng chi phí nguyên vật liệu MFCA . Sự kiện :,通过应用MFCA材料成本管理方法，将提高业务的质量生产率。
Viettel vừa được công nhận là công ty có ảnh hưởng lớn nhất Châu Á tại giải thưởng Doanh nghiệp Xuất sắc và Bền vững Châu Á  ( ACES )  .  Viettel là công ty duy nhất ở Việt Nam nhận được giải thưởng này .,Viettel刚刚被认为是亚洲优秀和可持续商业奖（ACE）的亚洲最有影响力的公司。越南是越南唯一获得此奖项的公司。
"Hiện bưởi da xanh loại I có giá 45 . 000-55 . 000 đồng một kg ,  năm roi 15 . 000-25 . 000 đồng một kg ,  tăng gần gấp đôi so với cùng kỳ năm ngoái .","目前，I型绿色葡萄柚的价格为每公斤45,000-55,000 vnd，五颗鞭子15,000-25,000每公斤，几乎翻了一番，与去年同期相比几乎翻了一番。"
Tàu hộ vệ tên lửa Oliver Hazard Perry là một trong những vũ khí có khả năng sống sót kỳ diệu dù bị tấn công từ các loại vũ khí mạnh từ đối phương . Sự kiện :,奥利弗·哈扎德（Oliver Hazard）佩里导弹卫队（Perry Perry）卫队是奇迹般的生存武器之一，尽管受到对手强武器的攻击。
"Trong xu thế cả thế giới hướng tới lối sống thân thiện và bền vững cùng tự nhiên ,  công nghệ trở thành một vế tất yếu cho cuộc sống xanh hơn .",在整个世界朝着友好，可持续的生活方式和自然的趋势中，技术成为绿色生活的必不可少的一面。
"Lực lượng Quản lý thị trường  ( QLTT )  Quảng Bình vừa kiểm tra ,  phát hiện 1 . 000 bộ kit test nhanh Covid-19 có dấu hiệu nhập lậu .","Quang Binh市场管理部队（QLTT）刚刚检查并检测到1,000 Civiv-19的快速套装，并带有走私迹象。"
"Đây là kết quả của nhiệm vụ khoa học công nghệ  “ Nghiên cứu ,  hướng dẫn triển khai mô hình quản lý chất lượng dịch vụ tại các doanh nghiệp ngành dịch vụ của Việt Nam ”  do Tổng cục Tiêu chuẩn Đo lường Chất lượng ,  Bộ Khoa học và Công nghệ giao cho Trường Đại học Ngoại thương chủ trì ,  PGS .  TS Trần Sĩ Lâm làm chủ nhiệm nhiệm vụ khoa học và công nghệ cấp quốc gia cùng các Thành viên Nhóm nghiên cứu tích cực triển khai .",这是科学和技术任务的结果“研究，指导越南服务企业中服务质量管理模型的实施”，标准，计量与质量部，教职员工研究和技术部，分配给外交贸易大学，以主持。 ，联合。 Tran Si Lam博士是国家科学和技术任务的负责人，团队成员积极实施。
Thông tin về vị tổng giám đốc mới vừa được Tập đoàn FPT chính thức khẳng định và công bố rộng rãi trên website của mình .,FPT Group在其网站上正式确认并发布了有关新总董事的信息。
Đạn tên lửa tầm xa 40N6E vừa được Nga cho thử nghiệm .  Đây được coi là vũ khí có khả năng tấn công mục tiêu ở cự ly 400km . Sự kiện :,俄罗斯已经对40n6e长距离导弹子弹进行了测试。这被认为是能够在400公里处攻击目标的武器。
"Đàn ông ăn quá nhiều tỏi làm giảm số lượng tinh trùng ,  ảnh hưởng đến khả năng sinh sản ,  thậm chí gây vô sinh .",男人吃太多大蒜会减少精子数量，影响生育能力，甚至导致不孕。
"Mặc dù vướng phải tin đồn với bạn thân Gil Lê trong những ngày giáp Tết ,  song nữ diễn viên Chi Pu vẫn vui vẻ đón xuân cùng gia đình .",尽管在TET时代被谣传她的密友Gil Le，但女演员Chi Pu仍然很高兴欢迎与家人一起春天。
"Sau nhiều năm cố gắng để cải thiện hình ảnh của mình trong các vụ bê bối chất lượng sản phẩm ,  tập đoàn Johnson & Johnson lại phải công bố hai đợt thu hồi sản phẩm thông dụng trên thếgiới chỉ trong vòng một tuần ,  làm dấy lên mối lo ngại về hệ thống quản lý chất lượng .",经过多年试图改善产品质量丑闻的形象后，约翰逊和约翰逊集团必须在一周内宣布世界上有两种常见产品，从而提高了这一产品。对质量管理系统的担忧。
Singapore đã cho phép Mỹ triển khai máy bay giám sát P-8 Poseidon từ nước này để theo dõi các vùng do Trung Quốc cải tạo trái phép trên Biển Đông . Sự kiện :,新加坡允许美国部署P-8 Poseidon监视该国的飞机，以监视中国在南中国海非法翻新的地区。
"Mới đây ,  phía Trung Quốc đã đồng ý nhập heo chính ngạch từ Việt Nam .  Hiện nay Việt Nam đang hoàn thiện các hồ sơ ,  thủ tục theo yêu cầu của phía Trung Quốc . Sự kiện :",最近，中国一方同意从越南进口官方猪。目前，越南应中国方面的要求完成了文件和程序。
"Mặc dù mức lãi suất mua nhà giảm mạnh ,  song theo các chuyên gia ,  người mua cần có tính toán xa cho bài toán tài chính của gia đình ,  tránh tình huống mất khả năng thanh toán .",专家说，尽管购买房屋的利率急剧下降，但对于家庭的财务问题而言，购买者需要远远计算出买家，以避免破产状况。
"Pháo tự hành 2S7M Malka vừa được Nga cho vào biên chế hàng loạt .  Theo nhận định của các chuyên gia quân sự ,  rất có thể vũ khí này sẽ tham gia trực chiến tại Syria . Sự kiện :",2S7M Malla自推销大炮刚刚被俄罗斯按摩。根据军事专家的说法，这种武器很可能会参加叙利亚的战斗。
"Chính quyền tỉnh Sơn Đông Trung Quốc sẽ thu hồi gần 16 . 000 sản phẩm trẻ em bị lỗi , trong đó có cả các lô xe đẩy trẻ em kém chất lượng .  Tuy nhiên thông tin cụ thể về đợt thu hồi này vẫn chưa được các cơ quan chức năng và nhà sản xuất đưa ra .","山东中国省政府将收集近16,000份有缺陷的儿童产品，包括质量较差的儿童婴儿推车。但是，当局和制造商尚未提供有关此恢复的具体信息。"
Bộ Khoa học và Công nghệ  ( KH&CN )  đang xem xét ban hành cơ chế một cửa quốc gia đối với thủ tục hành chính trong lĩnh vực đo lường và đánh giá sự phù hợp . Sự kiện :,科学技术部（科学与技术）正在考虑在衡量和评估领域的行政程序中发行国家室外机制。
"Ngân hàng Nhà nước ban hành chỉ thị tăng cường phòng ,  chống ,  ngăn ngừa vi phạm pháp luật trong hoạt động thẻ ngân hàng .",国家银行颁布了加强银行卡活动中预防，控制和预防违规法的指令。
Bệnh ung thư phổi vừa cướp đi sinh mạng của nghệ sĩ Hán Văn Tình và đang là nỗi ám ảnh của nhiều người .,肺癌刚刚抢劫了艺术家汉·范·蒂（Han Van Tinh）的生活，并痴迷于许多人。
"Ung thư là căn bệnh quái ác ,  ai cũng có thể mắc phải .  Chính những thói quen tưởng chừng như vô hại lại là nguyên nhân hàng đầu gây ra ung thư . Sự kiện :",癌症是一种邪恶的疾病，任何人都可以得到。看似无害的习惯是癌症的主要原因。
"Chính những thói quen sống và chế độ ăn uống tưởng chừng như nhỏ nhặt hàng ngày ,  lại có ảnh hưởng lớn đến khả năng phát triển ung thưSự kiện :",每天似乎很小的生活和饮食习惯，这极大地影响了发展癌症的能力：
"Đông Nhi là một ca sĩ tài năng và xinh đẹp ,  ngày càng khẳng định được vị thế của mình .  Học cách phối đồ đa dạng của Đông Nhi để bạn  “ ăn gian “  tuổi hiệu quả và đẹp mọi lúc mọi nơi .",东恩（Dong Nhi）是一位才华横溢且美丽的歌手，越来越肯定他的位置。了解如何协调多样化的Dong Nhi，以便您随时随地在任何地方有效地“作弊”。
Công ty dược phẩm của tỷ phú người Ý tuyên bố phát triển thành công bộ xét nghiệm nhanh coronavirus mới và kiếm được rất nhiều tiền từ việc này .,意大利亿万富翁的制药公司宣布了新的冠状病毒测试套装的成功开发，并从中赚了很多钱。
Nhiều loại thực phẩm mọi người lầm tưởng rằng nó tốt cho sức khỏe nhưng nếu không biết chế biến và chọn lựa thì chúng vẫn chứa rất nhiều đường không tốt cho cơ thể .,许多食物错误地认为这对健康有益，但是如果他们不知道如何准备和选择，他们仍然为身体含有很多坏糖。
VEC yêu cầu Phó TGĐ Nguyễn Văn Nhi có báo cáo kiểm điểm trách nhiệm trong việc phát ngôn liên quan VEC từ chối phục vụ vĩnh viễn 2 phương tiện giao thông .,VEC要求副局长Nguyen van Nhi报告与VEC有关的声明中的责任审查，以拒绝永久为这两辆车服务。
Giá lúa gạo trong nước hôm nay đã có dấu hiệu giảm nhẹ sau những đợt tăng kỷ lục hồi tháng 7 vừa qua .  Thương nhân dự đoán có thể đây là hệ quả của tin đồn Trung Quốc đang cấm biên Việt Nam .,今天的国内大米价格显示了7月创纪录后略有下降的迹象。贸易商预测，这可能是由于中国被禁止的越南的谣言的结果。
"Việc ngoáy tai sai cách sẽ khiến tai bị nhiễm trùng ,  mủ chảy ra ngoài ,  rất nguy hiểm đối với chúng ta .  Sự kiện :",错误的耳环会导致耳朵被感染，脓液，对我们来说非常危险。事件：
"Dưới đây là những thông tin đặc biệt cần lưu ý khi ăn dưa ,  cà muối :  Những nguy hại và những người nên tránh xa",这是吃甜瓜，盐番茄：危险和应该远离的人时要注意的特殊信息
Cục thuế tỉnh Quảng Ninh đã ra quyết định xử phạt và truy thu nộp chậm thuế giá trị gia tăng của CTCP Quốc tế Hoàng Gia - đơn vị đang quản lý và vận hành sòng bạc Casino Royal HaLong với số tiền hơn 300 triệu đồng .,Quang Ninh省级税务部已决定制裁，收取和缴纳Hoang Gia International JSC的较晚增值税 - 该部门正在管理和操作皇家皇家龙龙赌场的赌场，金额超过3亿面。
"Giá xăng dầu tại thị trường Singapore đang có xu hướng giảm nhẹ .  Tuy nhiên ,  Quỹ Bình ổn sắp cạn nên giá xăng có thể được giữ nguyên hoặc chỉ giảm nhẹ .",新加坡市场的汽油价格趋于略有下跌。但是，稳定基金即将用完，因此汽油的价格可以保留或仅略微降低。
"Công ty cổ phần Sữa Việt Nam  ( Vinamilk )  đã thực hiện nhiều chương trình an sinh xã hội vì cộng đồng ,  trong đó có việc bảo vệ môi trường với chương trình  “ Quỹ 1 triệu cây xanh cho Việt Nam “  .  Sự kiện :",越南乳制品股票公司（Vinamilk）已为社区实施了许多社会保障计划，包括通过“越南100万棵树”计划的环境保护。事件：
Một thử nghiệm với một loại máy mới sẽ có thể cho phép phát hiện ung thư trong vòng vài phút .,具有新型机器的测试将能够在几分钟内允许癌症检测。
"Tỷ lệ nợ xấu của ngân hàng ABBank tăng mạnh nhất từ 1 , 89% hồi đầu năm lên 3 , 39% tính đến ngày 30/9/2019 .",Abbank Bank的不良债务比率从今年早些时候的1.89％急剧提高到截至2019年9月30日的3.3​​9％。
Bào ngư tất nhiên không phải là món ăn phổ biến bởi nó có giá khá đắt đỏ .  Có loại bào ngư giá lên đến 15 triệu đồng/kg . Sự kiện :,当然，当然，这不是一个受欢迎的菜，因为它非常昂贵。有一种鲍鱼价格高达1500万张/公斤。
"Theo Tổng cục Hải quan ,  tổng lượng xăng dầu nhập khẩu từ Malaysia trong 9 tháng đầu năm là 2 , 67 triệu tấn ,  tăng 36% .",根据海关总部的数据，在前9个月中从马来西亚进口的石油总数为267万吨，增长了36％。
"Theo thông tin từ xổ số Vietlott ,  tại kỳ quay thưởng tối 21/7 ,  giá trị giải Jackpot Mega 6/45 hơn 17 tỷ đồng vẫn chưa tìm ra người chơi may mắn trúng thưởng . Sự kiện :",根据Vietlott彩票的信息，在7月21日的奖品拍摄中，Mega Jackpot Mega 6/45奖的价值超过170亿VND，但仍未找到幸运的玩家。
"Giá vàng hôm nay ngày 19/3/2016 ổn định ở mức thấp tại thị trường vàng trong nước dù giá vàng thế giới chốt tuần tăng 0 , 4% . Sự kiện :",尽管世界黄金价格上涨0.4％，但今天的金价在2016年3月19日在国内黄金市场的低位。事件：事件：
"Thị trường bất động sản du lịch vượt qua khó khăn về vốn ,  tuy nhiên để phát triển du lịch trải nghiệm ,  chúng ta cần phải phát triển các tổ hợp quy mô lớn ,  đa chức năng ,  có khu vui chơi cho trẻ em ,  cho người lớn ,  khu casino .  .",旅游房地产市场克服了资本困难，但是要发展旅游经验，我们需要开发大型，多功能综合体，儿童游乐区，儿童，儿童，儿童，儿童，儿童，儿童，儿童，儿童，对于儿童，儿童，儿童，儿童，成人，赌场地区。
"Cập nhật bảng giá xe Ford mới nhất tại thị trường Việt Nam ,  trong tháng 4/2021 này ,  Ford điều chỉnh giảm giá cho nhiều mẫu xe ,  cao nhất lên đến 30 triệu đồng . Sự kiện :",2021年4月，更新越南市场上最新的福特汽车价格列表，福特调整了许多型号的折扣，最高可达3000万。
"Có những triệu chứng sức khỏe báo trước các căn bệnh nguy hiểm nhưng vì chúng rất mơ hồ ,  nhiều người thường bỏ qua như đau bụng ,  khó thở ,  đau đầu .  .  .",警告危险疾病有健康症状，但由于它们非常模糊，因此许多人常常忽略，例如腹部疼痛，呼吸急促，头痛...
"Mới đây ,  1 chiếc xe cổ Mercedes 560 SEL đời 1986 đang được rao bán với giá gần 170 . 000 USD ,  tương đương khoảng 4 tỷ đồng . Sự kiện :","最近，1986年的梅赛德斯560 SEL汽车以近170,000美元的价格出售，相当于约40亿美元。"
Đối với người bị huyết áp cao thì một số thói quen sai lầm buổi sáng có thể ảnh hưởng đến tim mạch . Sự kiện :,对于高血压的人来说，一些早晨的错误会影响心脏。
"Máy tính cổ nhất thế giới có tên Antikythera Mechanism ,  được người Hy Lạp sử dụng để tính toán thiên văn ,  đã được các nhà khoa học giải mã thành công .",希腊人用来计算天文学的世界上最古老的计算机称为Antikythera机制，已由科学家成功地解码。
"Phó Chủ tịch phụ trách mảng di động của Samsung tiết lộ ,  Galaxy S8 sẽ có một thiết kế bóng bẩy ,  cải thiện camera và sở hữu nền tảng trí tuệ nhận tạo mới",负责三星移动部门的副总裁表明，Galaxy S8将具有光滑的设计，改进相机并拥有一个新的知识平台。
"Tổng số tài sản của các tỷ phú trên thế giới đã tăng 12% đạt con số 7 , 3 ngàn tỷ USD ,  cao hơn so với tổng giá trị vốn hóa thị trường tạo nên chỉ số Dow Jones Industrial Average của tất cả các công ty . Sự kiện :",全球亿万富翁的总资产增长了12％，达到7.3万亿美元，高于总市值，创造了所有公司的道琼斯工业平均水平。
Forbes đã chọn tỷ phú Phạm Nhật Vượng là một trong những cá nhân tiêu biểu của Châu Á trong  “ bảng vàng ”  chống dịch Covid-19 .,福布斯（Forbes）选择了亿万富翁Pham Nhat Vuong作为“金桌”中亚洲的典型人物之一，而Covid-19的流行病。
"Suzuki vừa trình làng chiếc ô tô MPV cỡ nhỏ Suzuki Ertiga 2018 tại thị trường Indonesia ,  với mức giá chỉ khoảng 306 triệu đồng . Sự kiện :",铃木刚刚在印尼市场上推出了2018年MPV汽车铃木Ertiga，价格仅为3.06亿。
"Theo nghiên cứu ,  tiền giấy tiềm ẩn khoảng 3 . 000 vi khuẩn và nhiều loại vi khuẩn trong số đó có nguy cơ lây bệnh truyền nhiễm nguy hiểm cho người .","根据这项研究，潜在的纸币约为3,000种细菌，其中许多有危险的传染病风险。"
"Trên thế giới ,  nhiều hãng ô tô đã phải ra quyết định thu hồi các sản phẩm xe ô tô điện do lo ngại nguy cơ cháy nổ . Sự kiện :",在世界范围内，由于对火灾和爆炸的疑虑，许多汽车制造商必须做出恢复电动汽车产品的决定。
"Trái với vẻ đẹp của nàng tiên cá trong cổ tích ,  hội chứng  ’ nàng tiên cá ’  là một căn bệnh quái ác ,  khiến người mắc phải bị dính 2 chân với nhau trông giống như đuôi cá . Sự kiện :",与仙女中美人鱼的美丽相反，“美人鱼”综合征是一种邪恶的疾病，导致患者将两条腿放在一起看起来像鱼的尾巴。
"MG Việt Nam  ( thuộc Công ty TNHH TC Services Việt Nam )  đã có phản hồi chính thức với truyền thông ,  xác nhận các xe HS nhập khẩu nguyên chiếc bị lỗi ở cảm biến điểm mù .",MG越南（TC Services越南有限公司）已正式回应媒体，证实了HS进口的CBU汽车在盲点传感器中有错误。
Việt Nam tạm dừng nhập khẩu lợn sống để giết mổ làm thực phẩm từ Thái Lan vào Việt Nam .,越南暂停了活猪的进口，从泰国屠杀了越南的食物。
"Trong những năm qua ,  phong trào tham gia Giải thưởng Chất lượng Quốc gia đã được triển khai sâu rộng trong các cấp ,  các ngành ,  doanh nghiệp trên địa bàn tỉnh Thanh Hóa . Sự kiện :",近年来，参加国家质量奖的运动已在Thanh HOA省的各个层面，分支机构和业务中广泛实施。
"Các thương hiệu giày Jordan hiện chiếm tới 58% thị phần của thị trường giày bóng rổ trị giá 4 , 2 tỷ USD tại Mỹ ,  tiếp tục tăng trưởng so với năm 2013 .",乔丹鞋品牌目前占美国篮球鞋市场市场份额的58％，价值42亿美元，与2013年相比，持续增长。
Bánh mì là một loại thực phẩm thông dụng dễ ăn nhưng ăn bánh mì quá nhiều sẽ không tốt cho sức khỏe .  Dưới đây là một số tác hại khi ăn nhiều bánh mì .,面包是一种易于食用的常见食物，但是吃太多的面包对健康不利。吃很多面包时，这是一些有害的效果。
"Mới đây ,  Hội đồng quản trị Ngân hàng TMCP Xuất nhập khẩu Việt Nam  ( Eximbank; EIB )  đề xuất việc sửa đổi ,  bổ sung Điều lệ ngân hàng cũng như tờ trình về việc chấp thuận đầu tư dự án Trụ sở Eximbank tại TP . HCM . Sự kiện :",最近，越南进出口商业股票银行（Eximbank; EIB）的董事会提出了对银行宪章的修订和补充，以及关于Ho Chi Minh City的Eximbank总部项目的投资批准的报告。HCM。 。
Hãng Blackberry chỉ bán được 600 . 000 đơn vị điện thoại thông minh trong 3 tháng đầu năm 2016 .  Con số này thấp hơn so với dự đoán của phố Wall .,"在2016年的前三个月中，BlackBerry仅售出600,000个智能手机单元。这一数字低于华尔街的预测。"
"Nhiều nghiên cứu cho thấy thịt ,  cá để trong tủ lạnh càng lâu càng dễ biến chất ,  giảm hàm lượng dinh dưỡng và sinh ra nhiều chất gây hại cho sức khỏe người dùng .",许多研究表明，冰箱中的肉类和鱼只要变成退化，可以减少营养含量并产生许多对用户健康有害的物质。
"Dạy con đọc sách từ nhỏ sẽ giúp hình thành cho trẻ những kĩ năng tự học ,  tạo cho trẻ nền tảng vững chắc đi vào tương lai .  Các bậc cha mẹ nên giáo dục con mình thông qua việc đọc sách cho con nghe và giúp con sớm có niềm đam mê đọc sách .",教孩子们从小就读书籍将有助于塑造具有自我研究技能的孩子，从而为孩子们奠定坚实的基础。父母应该通过向孩子阅读书籍来教育孩子，并帮助孩子们很快阅读。
Dù bạn chăm chỉ đánh răng 2 lần/ngày vẫn chưa đủ .  Có một số loại thực phẩm giúp bạn dễ dàng có được hàm răng sáng bóng chỉ đơn giản bằng cách ăn chúng .,即使您每天努力2次，还不够。有些食物仅通过吃东西可以帮助您轻松获得闪亮的牙齿。
